Companies,URL,Description,Industry,Sub-Industry,Country,Total Funding (M),All Investors,Latest Funding Amount (M),Latest Funding Round,Latest Funding Date,Company Status,Founded Year,City,State,Latest Valuation (M),Date of Exit,Latest Exit Round,Latest Full Year Revenue Min (M),Latest Full Year Revenue Max (M),Revenue Time Period
Lyceum,lyceum.technology,"Lyceum provides services related to training AI models within the cloud computing industry. The company offers services such as automated GPU deployment, infrastructure management, and workload-based hardware selection for AI model training. Lyceum's solutions are aimed at developers looking to improve the speed and cost of their AI projects. It was founded in 2025 and is based in Dresden, Germany.",Specialty Computer Hardware,,Germany,11.94,"10x Founders, Redalpine Venture Partners",11.94,Pre-Seed,2025-06-24,Alive / Active,2025,Dresden,,,,,,,
NodeGo,nodego.ai,"NodeGo is a provider of decentralized AI computing infrastructure within the technology sector. The company offers solutions for AI workloads by leveraging a network of computing power and integrating blockchain technology. NodeGo primarily serves the AI development and deployment community. It was founded in 2025 and is based in Albuquerque, New Mexico.",Internet Software & Services,"Business Intelligence, Analytics & Performance Mgmt",United States,8.60,"AcheronTrading, Breyer Labs, ETHdesign, Hash Capital",8.60,Seed VC,2025-02-07,Alive / Active,2025,Albuquerque,New Mexico,,,,,,
Broccoli AI,broccoli.com,"Broccoli AI provides AI voice assistants for the trades industry, including tools designed for communication and task management within various trades sectors. It was founded in 2024 and is based in San Francisco, California.",Internet Software & Services,Conferencing & Communication,United States,0.50,"All In Capital, Y Combinator",0.50,Convertible Note,2022-03-29,Alive / Active,2024,San Francisco,California,,,,,,
Meibel,meibel.ai,"Meibel offers an explainable AI platform within the technology sector. Its platform allows technical teams to build, deploy, and scale generative AI applications with transparency, accountability, and control. Meibel's services include data integration, security features, and tools for monitoring and optimizing AI performance. It was founded in 2024 and is based in Delaware.",Internet Software & Services,Application & Data Integration,United States,7.00,"Array Ventures, Cofounders Capital, Denver Ventures, Mosaic General Partnership, Service Provider Capital",7.00,Seed VC,2025-05-20,Alive / Active,2024,,Delaware,,,,,,
Maison AI,maisonai.io,"Maison AI is a company specializing in generative AI applications across various industries, including fashion, interior, and jewelry. It provides AI tools that assist in content creation, such as writing assistants and art generators. Maison AI's platform is utilized by businesses and creators to streamline processes. It is based in Tokyo, Japan.",Internet Software & Services,Application & Data Integration,Japan,0.48,"ANOBAKA, Persol Venture Partners",0.48,Seed VC,2025-04-03,Alive / Active,2024,Tokyo,,,,,,,
Cookiy AI,cookiy.ai,"Cookiy AI specializes in AI-led qualitative research within the technology sector. The company offers a platform that automates participant recruitment, conducts AI-moderated voice interviews, and generates actionable insights. Cookiy AI primarily serves sectors that require rapid and in-depth customer feedback, such as direct-to-consumer brands, gaming studios, service providers, educational institutions, and fast-moving consumer goods companies. It was founded in 2025 and is based in Palo Alto, California.",Internet Software & Services,"Business Intelligence, Analytics & Performance Mgmt",United States,7.00,"Converge Ventures, GoAhead Ventures, Liquid 2 Ventures, Taihill Venture, UpHonest Capital",7.00,Pre-Seed,2025-10-04,Alive / Active,2025,Palo Alto,California,,,,,,
Genesis AI,genesis-ai.company,"Genesis AI is a robotics company focused on developing generalist robots for various tasks. The company offers a robotics foundation model, simulation infrastructure, and foundation models aimed at improving the adaptability and functionality of robots in real-world environments. Genesis AI serves sectors that require robotics and AI integration for physical tasks. It was founded in 2024 and is based in Delaware.",Machinery & Equipment,Robotics,United States,105.00,"Bpifrance, Eclipse, Eric Schmidt, HongShan, Khosla Ventures, Xavier Niel",105.00,Seed VC,2025-07-01,Alive / Active,2024,,Delaware,,,,,,
Nuxera AI,nuxera.ai,"Nuxera AI provides AI-powered solutions for the healthcare sector, including medical documentation and clinic management. The company offers services such as voice transcription, documentation, and patient management tools. Nuxera AI serves the healthcare industry with tools improving medical practices. It was founded in 2024 and is based in Riyadh, Saudi Arabia.",Internet Software & Services,Healthcare,Saudi Arabia,2.50,"Antler Southeast Asia, Redesign Health",2.50,Pre-Seed,2025-10-08,Alive / Active,2024,Riyadh,,,,,,,
pyannoteAI,pyannote.ai,"pyannoteAI specializes in conversational speech AI within the technology sector, focusing on voice AI. The company offers speaker diarization models that detect, segment, label, and separate speakers in audio recordings. These technologies are utilized in dubbing, voice AI training, transcription and indexing, and real-time streaming services. It was founded in 2024 and is based in Auzeville Tolosane, France.",Internet Software & Services,Conferencing & Communication,France,9.00,"Kima Ventures, Google for Startups Gemini Founders Forum, Google for Startups Gemini Founders Forum, Alexis Conneau, Crane Venture Partners, Julien Chaumond, Serena Capital",9.00,Seed VC,2025-04-07,Alive / Active,2024,Auzeville Tolosane,,,,,,,
JigsawStack,jigsawstack.com,"JigsawStack provides AI infrastructure for technology stacks across various industries. The company offers APIs that include web scraping, translation, speech-to-text, text extraction, prediction, prompt optimization, AI search, and content validation. JigsawStack serves sectors that require AI-driven data processing and application development. It was founded in 2024 and is based in Delaware.",Internet Software & Services,Application & Data Integration,United States,1.50,"Antler, Ada Ventures",1.00,Pre-Seed - II,2025-03-12,Alive / Active,2024,,Delaware,,,,,,
Joinable Labs,joinable.ai,"Joinable Labs converts raw, unstructured data into AI systems within the technology sector. Its offerings include a modular AI data infrastructure platform that supports the development of AI systems through data ingestion, transformation, and model fine-tuning, as well as services for parsing documents and extracting data with Vision-Language Models. Joinable Labs serves businesses that are building AI applications, internal knowledge bases, and specific intelligent systems. It was founded in 2024 and is based in Glendale, California.",Internet Software & Services,Application & Data Integration,United States,2.50,"Accomplice Blockchain, Tess Ventures, VitalStage Ventures",2.00,Seed VC,2025-08-04,Alive / Active,2024,Glendale,California,,,,,,
Pallie AI,pallie.ai,"Pallie AI serves as an AI companion focused on well-being and productivity. The company offers a digital assistant that assists users in managing health, stress, and organization through interactions. Pallie AI primarily serves individuals seeking to use technology for personal and professional improvement. It was founded in 2024 and is based in San Francisco, California.",Internet Software & Services,Health & Wellness,United States,2.00,"Palta, True Ventures",2.00,Pre-Seed,2025-04-30,Alive / Active,2024,San Francisco,California,,,,,,
Vertical Compute,verticalcompute.com,"Vertical Compute serves as a semiconductor startup focused on data-intensive workload processing for generative AI. The company provides chipset technology for data processing in AI applications, by bringing data closer to computation. Vertical Compute serves the AI hardware accelerator and computing ecosystem sectors. It was founded in 2024 and is based in Lisbon, Portugal.",Chips & Semiconductors,Semiconductors,Portugal,20.50,"imec, Eurazeo, Vector Gestion, XAnge, imec.xpand",20.50,Seed VC,2025-01-14,Alive / Active,2024,Lisbon,,,2025-01-13,Spinoff / Spinout,,,
Evertune,evertune.ai,"Evertune focuses on AI brand visibility optimization within the digital marketing sector. The company provides a platform that offers analytics and insights for brands to understand and improve their visibility and performance in AI-driven search environments. Evertune's services include competitor benchmarking, sentiment analysis, and content strategy recommendations. It was founded in 2024 and is based in New York, New York.",Internet Software & Services,"Business Intelligence, Analytics & Performance Mgmt",United States,19.00,"Eniac Ventures, Chip Ransler, David Azose, Felicis, Jonathan Carson, Joseph Spisak, NextView Ventures, Roger Ehrenberg, Sarfraz Maredia, Sonia Phene",15.00,Series A,2025-08-12,Alive / Active,2024,New York,New York,76.13,,,,,
